url,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Top Speed,Drive Type,Fuel,Seating Capacity,Price,Mileage,Length,Engine Type,Displacement,Max Power,Max Torque,No. of Cylinders,Valves Per Cylinder,Valve Configuration,Fuel Supply System,Turbo Charger,Super Charge,Transmission Type,Gearbox,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Shock Absorbers Type,Steering Type,Steering Column,Steering Gear Type,Turning Radius,Front Brake Type,Rear Brake Type,Acceleration,0-100kmph,Width,Height,Ground Clearance Unladen,Wheel Base,Front Tread,Rear Tread,Kerb Weight,No. of Doors,No. of Airbags,Battery Warranty,Petrol Highway Mileage,Gross Weight,Diesel Mileage ARAI,Diesel Fuel Tank Capacity,Ground Clearance (Laden),Global NCAP Safety Rating,Boot Space,Braking (100-0kmph),0-100Kmph (Tested),Quarter Mile (Tested),City driveability (20-80kmph),Braking (80-0 kmph),Ground Clearance,Alloy Wheel Size Front,Alloy Wheel Size Rear,Diesel Highway Mileage,Quarter Mile,Regenerative Braking,Secondary Fuel Type,Alternate Fuel,Range,Battery Capacity,Charging Time DC,Motor Power,Motor Type,Battery Type,Charging Time (D.C),Charging Port,Charging Options,Acceleration 0-100kmph,Charging Time,Fast Charging,LPG Mileage ARAI,LPG Fuel Tank Capacity,Braking (60-0 kmph),Reported Boot Space,3rd Gear (30-80kmph),4th Gear (40-100kmph),Reported Ground Clearance (Unladen),Charging Time AC,"<a href=""/car-faqs/mg-zs-ev/what-is-the-battery-capacity-of-mg-zs-ev-203.html"" class=""bluelink"" title=""Battery Capacity"">Battery Capacity</a>",Charging Time (A.C),Regenerative Braking Levels,Wireless Charging,Charger Type,Charging Time (15 A Plug Point),Charging Time (7.2 kW AC Fast Charger),Charging Time (50 kW DC Fast Charger),Range - Tested,Emission Control System,CNG Mileage ARAI,CNG Fuel Tank Capacity,Boot Space Rear Seat Folding,Petrol Fuel Tank Capacity (Litres),Petrol Mileage WLTP
https://www.cardekho.com/used-car-details/used-Maruti-swift-zxi-bsiv-cars-Dantewada_cecc4f79-8b8a-4bbc-8d92-c0d3c13a7250.htm,2016,-,Petrol,5 Seats,"70,000 Kms",Dantewada,First Owner,1197 cc,Manual,2016,1197 cc,81.80 bhp,,,Petrol,5.0,₹3.95 Lakh,22 kmpl,3840 mm,K Series VVT Engine,1197 cc,81.80bhp@6000rpm,113Nm@4200rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5,22 kmpl,42 Litres,BS VI,Macpherson Strut,Torsion Beam,,Power,Tilt,,4.8 Meters,Disc,Drum,,,1735 mm,1530 mm,163 mm,2450 mm,1520 mm,1520 mm,870 kg,5.0,,,,1315 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-alto-800-lxi-cars-Murgud_d3fb5df6-e275-462d-9d08-1043f3c8dae2.htm,2020,-,Petrol,5 Seats,"40,000 Kms",MH00,First Owner,796 cc,Manual,2020,796 cc,47.33 bhp,,,Petrol,5.0,₹4.65 Lakh,22.05 kmpl,3445 mm,F8D Petrol Engine,796 cc,47.33bhp@6000rpm,69Nm@3500rpm,3.0,4.0,,,,,Manual,5 Speed,22.05 kmpl,35 Litres,BS VI,Mac Pherson Strut,3-Link Rigid Axle,,,Collapsible,,4.6,Disc,Drum,,,1515 mm,1475 mm,,2360 mm,1295 mm,1290 mm,755 kg,5.0,1.0,,24 kmpl,1185 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Tata-altroz-xz-bsvi-cars-Panaji_ed7db227-0ff2-44f5-bcb7-8054504b5944.htm,2020,-,Petrol,5 Seats,"50,000 Kms",Panaji,First Owner,1199 cc,Manual,2020,1199 cc,86.83 bhp,,,Petrol,5.0,₹3.25 Lakh,19.33 kmpl,3990 mm,1.2 l Revotron,1199 cc,86.83bhp@6000rpm,113Nm@3300rpm,3.0,4.0,,,No,,Manual,5-Speed,19.33 kmpl,37 Litres,BS VI,Independent MacPherson Dual Path Strut with Coil Spring,Twist Beam with Coil Spring and Shock Absorber,,Electric,Tilt,,5.0,Disc,Drum,,,1755 mm,1523 mm,165 mm,2501 mm,,,1025 kg,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Jeep-compass-20-limited-opt-diesel-bsvi-cars-Bundi_289bd5b7-8ed3-41e8-954c-e0a3605735f3.htm,2022,-,Diesel,5 Seats,"80,000 Kms",Jaipur,Second Owner,1956 cc,Manual,2022,1956 cc,167.67 bhp,,4x2,Diesel,5.0,₹5.45 Lakh,17.1 kmpl,4405 mm,2.0L Multijet Diesel,1956 cc,167.67bhp@3750rpm,350Nm@1750-2500rpm,4.0,4.0,,,Yes,,Manual,6 Speed,,,BS VI,McPherson Strut with Lower Control Arm,Multi Link Suspension with Strut Assembly,,Power,Tilt & Telescopic,Rack & Pinion,,Disc,Disc,,,1818 mm,1640 mm,,2636 mm,,,1640 kg,5.0,,,,,17.1 kmpl,60 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Honda-city-i-vtec-cvt-vx-cars-Vadodara_0a317e0d-fc2c-4446-9c02-2a6676228096.htm,2015,-,Petrol,5 Seats,"80,000 Kms",Vadodara,First Owner,1497 cc,Automatic,2015,1497 cc,117.3 bhp,195  kmph,FWD,Petrol,5.0,,18 kmpl,4440 mm,i VTEC Engine,1497 cc,117.3bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,PGM-Fi,No,No,Automatic,5 Speed CVT,18 kmpl,40 Litres,BS IV,MacPherson Strut,Torsion Beam,,Power,Tilt & Collapsible,Rack & Pinion,5.3 meters,Disc,Drum,10 Seconds,10 Seconds,1695 mm,1495 mm,165 mm,2600 mm,1480 mm,1465 mm,1085 kg,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mercedes-benz-gla-220d-4matic-amg-line-cars-Bangalore_1a8e805f-bea8-4646-940b-fe37c29cea22.htm,Mar 2024,Comprehensive,Diesel,5 Seats,"9,000 Kms",Bangalore,First Owner,1950 cc,Automatic,2024,1950 cc,187.74 bhp,219  kmph,AWD,Diesel,5.0,₹18 Lakh,,4412 mm,OM 651 DE 22 LA,1950 cc,187.74bhp@3800rpm,400Nm@1600-2600rpm,4.0,4.0,,,Yes,,Automatic,8-Speed DCT,,,BS VI 2.0,Air suspension,Air suspension,,Electric,,,,Disc,Disc,7.5 s,7.5 s,2020 mm,1616 mm,,,,1606 mm,1570 kg,5.0,,,,2225 kg,18.9 kmpl,,,,427 Litres,,,,,,,18 inch Inch,18 inch Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1422 Litres,,
https://www.cardekho.com/used-car-details/used-Toyota-vellfire-vip-executive-lounge-cars-Bangalore_80954b1c-b840-4345-9cb0-a319df5eb78e.htm,Jul 2023,Comprehensive,Petrol,7 Seats,"9,200 Kms",Bangalore,First Owner,2487 cc,Automatic,2023,2487 cc,190.42 bhp,170  kmph,AWD,Petrol,7.0,₹2.70 Lakh,,5005 mm,2.5-litre a Hybrid,2487 cc,190.42bhp@6000rpm,240Nm@4296-4500rpm,4.0,4.0,,,,,Automatic,CVT,,60 Litres,BS VI 2.0,MacPherson Strut suspension,Double wishbone suspension,,Electric,Tilt & Telescopic,Rack & Pinion,5.9 m,Disc,Disc,,,1850 mm,1950 mm,,3000 mm,,,,4.0,,,18.28 kmpl,,,,,4 Star,148 Litres,,,,,,,19 Inch,19 Inch,,,Yes,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-fortuner-legender-4x4-at-2023-cars-Bangalore_dd2f83f8-732a-4af3-9687-ef2800a73876.htm,Aug 2023,Comprehensive,Diesel,7 Seats,"81,000 Kms",Bangalore,First Owner,2755 cc,Automatic,2023,2755 cc,201.15 bhp,,4WD,Diesel,7.0,,8 kmpl,4795 mm,2.8 L Diesel engine,2755 cc,201.15bhp@3000-3400rpm,500Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,Yes,,Automatic,6 Speed with Sequential Shift,,,BS VI,Double Wishbone,4-Link With Coil Spring,,,Tilt & Telescopic,,5.8,Ventilated Disc,Ventilated Disc,,,1855 mm,1835 mm,,2745 mm,,,2400 kg,5.0,,,,2735 kg,,80 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mercedes-benz-s-class-s-350-cdi-cars-Bangalore_ef35482f-a881-4c24-8686-9ccb320b0b83.htm,Mar 2016,Comprehensive,Diesel,5 Seats,"69,000 Kms",Bangalore,Third Owner,2987 cc,Automatic,2015,2987 cc,254.79 bhp,250  kmph,RWD,Diesel,5.0,₹4.80 Lakh,,5246 mm,V-Type Diesel Engine,2987 cc,254.79bhp@3600rpm,620Nm@1600-2400rpm,6.0,4.0,DOHC,Direct Injection,Yes,No,Automatic,7 Speed,,,Euro VI,AIRMATIC,AIRMATIC,,Power,Tilt & Telescopic,Rack & Pinion,6.15 meters,Disc,Disc,6.8 Seconds,6.8 Seconds,2130 mm,1494 mm,146 mm,3165 mm,1624 mm,1637 mm,2132 kg,4.0,,,,2690 kg,13.5 kmpl,70 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Honda-brio-s-mt-cars-Bangalore_155770c9-2dd0-4223-8928-376985c157bc.htm,Mar 2013,Third Party,Petrol,5 Seats,"62,317 Kms",Bangalore,First Owner,1198 cc,Manual,2013,1198 cc,86.8 bhp,,FWD,Petrol,5.0,₹4.50 Lakh,19.4 kmpl,3610 mm,i-VTEC Engine,1198 cc,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,No,No,Manual,5 Speed,19.4 kmpl,35 Litres,BSIV,Mcpherson Strut,Torsion Beam,,Power,Collapsible,,4.5 meters,Disc,Drum,,,1680 mm,1500 mm,165 mm,2345 mm,1480 mm,1465 mm,925 kg,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mercedes-benz-gls-350d-4matic-cars-Bangalore_2ef91fca-b0c9-48cb-b8b4-1f46db2bb505.htm,Dec 2018,Comprehensive,Diesel,7 Seats,"66,000 Kms",Bangalore,First Owner,2987 cc,Automatic,2018,2987 cc,258 bhp,222  kmph,AWD,Diesel,7.0,₹10.50 Lakh,,5130 mm,V-Type Engine,2987 cc,258bhp@3400rpm,620Nm@1600-2400rpm,6.0,4.0,,CDI,Yes,No,Automatic,9 Speed,,,BS IV,"AIRMATIC, together with the ADS PLUS","AIRMATIC, together with the ADS PLUS",Gas Filled,Power,Tilt & Telescopic,Hydraulic Assisted Rack & Pinion,12.40 m,Ventilated Disc,Disc,7.8 seconds,7.8 seconds,2141 mm,1850 mm,,3075 mm,1655 mm,1675 mm,2455 kg,5.0,,,,3250 kg,11 kmpl,100 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Bangalore_a3ba6aac-1d54-4f45-946c-5f8d2aee5fee.htm,Sept 2014,Comprehensive,Petrol,5 Seats,"37,569 Kms",Bangalore,Second Owner,1197 cc,Manual,2014,1197 cc,81.86 bhp,165  kmph,FWD,Petrol,5.0,₹2.60 Lakh,18.9 kmpl,3765 mm,Kappa VTVT Petrol Engine,1197 cc,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.9 kmpl,43 Litres,,MacPherson Strut,Coupled Torsion Beam Axle,Gas Filled,Power,Tilt,Rack & Pinion,4.8 metres,Disc,Drum,12.9 Seconds,12.9 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,1060 kg,5.0,2.0,,22.19 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-option-at-cars-Bangalore_cf5009ea-7591-4620-90d6-d3a1e8bee273.htm,Sept 2018,Comprehensive,Petrol,5 Seats,"46,826 Kms",Bangalore,First Owner,1197 cc,Automatic,2018,1197 cc,81.86 bhp,165  kmph,FWD,Petrol,5.0,₹5.75 Lakh,18.9 kmpl,3765 mm,Kappa VTVT Petrol Engine,1197 cc,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Automatic,4 Speed,18.9 kmpl,43 Litres,,MacPherson Strut,Coupled Torsion Beam Axle,Gas Filled,Power,Tilt,Rack & Pinion,4.8 metres,Disc,Drum,12.9 Seconds,12.9 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,1200 kg,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Bangalore_3837d85c-fe80-4e94-a5a9-0fd15fda1c6d.htm,Feb 2016,Comprehensive,Petrol,5 Seats,"44,550 Kms",Bangalore,First Owner,1197 cc,Manual,2016,1197 cc,81.86 bhp,165  kmph,FWD,Petrol,5.0,₹5.55 Lakh,18.9 kmpl,3765 mm,Kappa VTVT Petrol Engine,1197 cc,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.9 kmpl,43 Litres,,MacPherson Strut,Coupled Torsion Beam Axle,Gas Filled,Power,Tilt,Rack & Pinion,4.8 metres,Disc,Drum,12.9 Seconds,12.9 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,1060 kg,5.0,2.0,,22.19 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Bangalore_a3ba6aac-1d54-4f45-946c-5f8d2aee5fee.htm,Sept 2014,Comprehensive,Petrol,5 Seats,"37,569 Kms",Bangalore,Second Owner,1197 cc,Manual,2014,1197 cc,81.86 bhp,165  kmph,FWD,Petrol,5.0,₹4.85 Lakh,18.9 kmpl,3765 mm,Kappa VTVT Petrol Engine,1197 cc,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.9 kmpl,43 Litres,,MacPherson Strut,Coupled Torsion Beam Axle,Gas Filled,Power,Tilt,Rack & Pinion,4.8 metres,Disc,Drum,12.9 Seconds,12.9 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,1060 kg,5.0,2.0,,22.19 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-sportz-option-at-cars-Bangalore_cf5009ea-7591-4620-90d6-d3a1e8bee273.htm,Sept 2018,Comprehensive,Petrol,5 Seats,"46,826 Kms",Bangalore,First Owner,1197 cc,Automatic,2018,1197 cc,81.86 bhp,165  kmph,FWD,Petrol,5.0,₹3.40 Lakh,18.9 kmpl,3765 mm,Kappa VTVT Petrol Engine,1197 cc,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Automatic,4 Speed,18.9 kmpl,43 Litres,,MacPherson Strut,Coupled Torsion Beam Axle,Gas Filled,Power,Tilt,Rack & Pinion,4.8 metres,Disc,Drum,12.9 Seconds,12.9 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,1200 kg,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Bangalore_3837d85c-fe80-4e94-a5a9-0fd15fda1c6d.htm,Feb 2016,Comprehensive,Petrol,5 Seats,"44,550 Kms",Bangalore,First Owner,1197 cc,Manual,2016,1197 cc,81.86 bhp,165  kmph,FWD,Petrol,5.0,₹4.45 Lakh,18.9 kmpl,3765 mm,Kappa VTVT Petrol Engine,1197 cc,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.9 kmpl,43 Litres,,MacPherson Strut,Coupled Torsion Beam Axle,Gas Filled,Power,Tilt,Rack & Pinion,4.8 metres,Disc,Drum,12.9 Seconds,12.9 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,1060 kg,5.0,2.0,,22.19 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Honda-brio-vx-cars-Bangalore_8aa9b4ce-7102-4784-9b30-43d4057506d2.htm,Apr 2014,Comprehensive,Petrol,5 Seats,"68,613 Kms",Bangalore,Third Owner,1198 cc,Manual,2014,1198 cc,86.8 bhp,164  kmph,FWD,Petrol,5.0,₹3.85 Lakh,19.4 kmpl,3610 mm,i-VTEC Engine,1198 cc,86.8bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,PGM - Fi,No,No,Manual,5 Speed,19.4 kmpl,35 Litres,BS IV,MacPherson Strut,Torsion Beam,Coil Spring,Power,Tilt & Collapsible,,4.5 meters,Disc,Drum,14.5 Seconds,14.5 Seconds,1680 mm,1500 mm,165 mm,2345 mm,1480 mm,1465 mm,925 kg,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Honda-amaze-vx-i-vtec-cars-Bangalore_52c23fa6-8cf0-4d50-bafe-6b719a3a53e5.htm,May 2014,Comprehensive,Petrol,5 Seats,"19,225 Kms",Bangalore,First Owner,1198 cc,Manual,2014,1198 cc,86.7 bhp,160  kmph,FWD,Petrol,5.0,₹4.45 Lakh,17.8 kmpl,3990 mm,i-VTEC Petrol Engine,1198 cc,86.7bhp@6000rpm,109Nm@4500rpm,4.0,4.0,SOHC,MPFi,No,No,Manual,5 Speed,17.8 kmpl,35 Litres,BS IV,MacPherson Strut,Torsion Beam,Coil Springs,Power,Tilt & Collapsible,Rack & Pinion,4.5 metres,Disc,Drum,15 Seconds,15 Seconds,1680 mm,1505 mm,165 mm,2405 mm,,,955 kg,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Maruti-swift-vxi-cars-Bangalore_5be1ce34-5804-4eb4-b13b-9cc794794112.htm,Apr 2013,Comprehensive,Petrol,5 Seats,"43,000 Kms",Bangalore,First Owner,1197 cc,Manual,2013,1197 cc,85.8 bhp,160km/hr kmph,FWD,Petrol,5.0,₹5.95 Lakh,18.6 kmpl,3850 mm,K Series Petrol Engine,1197 cc,85.8bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.6 kmpl,42 Litres,BS IV,,McPherson Strut,Torsion Beam,Power,Tilt Steering Wheel,Rack & Pinion,4.8 meters,Ventilated Disc,Drum,12.29 Seconds,12.29 Seconds,1695 mm,1530 mm,170 mm,2430 mm,1485 mm,1495 mm,970 kg,5.0,,,,1415 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-xcent-vtvt-plus-abs-cars-Bangalore_a833a686-3ed0-45ca-8b36-684295f293b3.htm,May 2017,Comprehensive,Petrol,5 Seats,"95,623 Kms",Bangalore,Second Owner,1197 cc,Manual,2016,1197 cc,82 bhp,172  kmph,FWD,Petrol,5.0,₹5.25 Lakh,19.1 kmpl,3995 mm,Kappa VTVT Petrol Engine,1197 cc,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,Direct Injection,No,No,Manual,5 Speed,19.1 kmpl,43 Litres,BS IV,MacPherson Strut,Coupled Torsion Beam,Gas Filled,Power,Tilt Steering,Rack & Pinion,4.7 metres,ABS,Drum,14.2 Seconds,14.2 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,1140 kg,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-fortuner-legender-4x4-at-2023-cars-Vellore_02097245-025d-4020-991d-b2fbc53d5bee.htm,2022,-,Diesel,7 Seats,"30,000 Kms",Vellore,First Owner,2755 cc,Automatic,2022,2755 cc,201.15 bhp,,4WD,Diesel,7.0,₹3.99 Lakh,8 kmpl,4795 mm,2.8 L Diesel engine,2755 cc,201.15bhp@3000-3400rpm,500Nm@1600-2800rpm,4.0,4.0,DOHC,Direct Injection,Yes,,Automatic,6 Speed with Sequential Shift,,,BS VI,Double Wishbone,4-Link With Coil Spring,,,Tilt & Telescopic,,5.8,Ventilated Disc,Ventilated Disc,,,1855 mm,1835 mm,,2745 mm,,,2400 kg,5.0,,,,2735 kg,,80 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-swift-vdi-bsiv-cars-Samalkota_7f8a090c-8ac4-41a3-8e54-8d4bb8a556c1.htm,2016,-,Diesel,5 Seats,"1,20,000 Kms",Rajahmundry,Second Owner,1248 cc,Manual,2016,1248 cc,74 bhp,155  kmph,FWD,Diesel,5.0,₹3.95 Lakh,25.2 kmpl,3840 mm,DDiS Diesel Engine,1248 cc,74bhp@4000rpm,190Nm@2000rpm,4.0,4.0,DOHC,CRDI,Yes,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Torsion Beam,,Power,Tilt,Rack & Pinion,4.8 meters,Ventilated Disc,Drum,14.8 Seconds,14.8 Seconds,1735 mm,1530 mm,163 mm,2450 mm,,,960 kg,5.0,,,,1405 kg,25.2 kmpl,42 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-grand-vitara-alpha-plus-hybrid-cvt-bsvi-cars-Sambalpur_3ee11a16-b9c7-4655-ba91-240c5af6b181.htm,2023,-,Petrol,5 Seats,"70,000 Kms",Raipur,First Owner,1490 cc,Automatic,2023,1490 cc,91.18 bhp,,2WD,Petrol,5.0,₹6 Lakh,27.97 kmpl,4345 mm,,1490 cc,91.18bhp@5500rpm,122Nm@4400-4800rpm,3.0,4.0,,,,,Automatic,eCVT,27.97 kmpl,45 Litres,BS VI,MacPherson Strut,Torsion Beam,,Power,Tilt & Telescopic,,5.4,Ventilated Disc,Solid Disc,,,1795 mm,1645 mm,,2600 mm,,,1290 - 1295 kg,5.0,,,,1755 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-sonet-htx-turbo-imt-bsvi-cars-Kharar_94d4574d-4062-487b-a67e-0f4252c37f9c.htm,2021,Zero Dep,Petrol,5 Seats,"43,000 Kms",Solan,First Owner,998 cc,Manual,2021,998 cc,118.36 bhp,,FWD,Petrol,5.0,₹4.25 Lakh,18.2 kmpl,3995 mm,Smartstream G1.0 T - GDi,998 cc,118.36bhp@6000rpm,172Nm@1500-4000rpm,3.0,4.0,,GDi,Yes,,Manual,6-Speed iMT,18.2 kmpl,45 Litres,BS VI,McPherson Strut with Coil Spring,Coupled Torsion Beam Axle with Coil Spring,,Electric,Tilt,,,Disc,Drum,,,1790 mm,1642 mm,,2500 mm,,,1201 kg,5.0,,,15.33 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mahindra-xuv-3xo-revx-a-turbo-cars-Kendrapara_200a7cbe-8434-4549-95fb-966cda249534.htm,2025,-,Petrol,5 Seats,"6,000 Kms",Bhubaneswar,First Owner,1197 cc,Manual,2025,1197 cc,128.73 bhp,,FWD,Petrol,5.0,₹3.95 Lakh,20.1 kmpl,3990 mm,mStallion (TGDi) engine,1197 cc,128.73bhp@5000rpm,230Nm@1500-3750rpm,3.0,4.0,,,Yes,,Manual,6-Speed,20.1 kmpl,,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,,Electric,,,5.3 m,Disc,Disc,,,1821 mm,1647 mm,,2600 mm,,,,5.0,,,,,,,,5 Star,364 Litres,,,,,,,16 Inch,16 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-vxi-bs-iv-cars-Bangalore_7dc55e8e-f651-4ce1-b5ab-82a535c28b83.htm,2014,-,Petrol,5 Seats,"40,000 Kms",Bangalore,First Owner,998 cc,Manual,2014,998 cc,67.04 bhp,152  kmph,FWD,Petrol,5.0,₹5.90 Lakh,20.51 kmpl,3599 mm,K10B Petrol Engine,998 cc,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,No,No,Manual,5 Speed,20.51 kmpl,35 Litres,BS IV,MacPherson Strut,Isolated Trailing Link,Coil Spring,Power,Tilt & Collapsible,Rack & Pinion,4.6 metres,Ventilated Disc,Drum,18.6 Seconds,18.6 Seconds,1495 mm,1700 mm,165 mm,2400 mm,1295 mm,1290 mm,885 kg,5.0,,,,1350 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-vxi-bs-iv-cars-Bangalore_50cb4622-ac2f-42eb-833c-04ca930ca064.htm,Feb 2018,Comprehensive,Petrol,5 Seats,"67,452 Kms",Bangalore,First Owner,998 cc,Manual,2018,998 cc,67.04 bhp,152  kmph,FWD,Petrol,5.0,₹5.50 Lakh,20.51 kmpl,3599 mm,K10B Petrol Engine,998 cc,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,No,No,Manual,5 Speed,20.51 kmpl,35 Litres,BS IV,MacPherson Strut,Isolated Trailing Link,Coil Spring,Power,Tilt & Collapsible,Rack & Pinion,4.6 metres,Ventilated Disc,Drum,18.6 Seconds,18.6 Seconds,1495 mm,1700 mm,165 mm,2400 mm,1295 mm,1290 mm,885 kg,5.0,,,,1350 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
